NAME_BOT,NAME_DE,FAMILY,NB_MIN_HEIGHT_CM,NB_MAX_HEIGHT_CM,NB_CONVIVIALITY,CAT_CONVIVIALITY,NB_MIN_PLANTS_IN_GROUP,NB_MAX_PLANTS_IN_GROUP,PLANTING_DISTANCE_CM,PLANTS_PER_M2,CAT_MIN_NEED_LIGHT,CAT_MAX_NEED_LIGHT,NB_MIN_NEED_LIGHT,NB_MAX_NEED_LIGHT,CAT_MIN_TIME_BLOSSOM,NB_MIN_TIME_BLOSSOM,CAT_MAX_TIME_BLOSSOM,NB_MAX_TIME_BLOSSOM,CAT_WINTERHARDY,NB_WINTERHARDY,NB_TOXIC,CAT_TOXIC,IS_FRAGRANT,IS_SUITABLE_CUT,IS_STERILE,IS_WINTERGREEN,IS_NATIVE,IS_FOR_INSECTS,IS_FOR_BEES,IS_FOR_BUMBLEBEES,IS_FOR_BUTTERFLIES,PRIMARY_COLOR_EN,PRIMARY_COLOR_DE,COLOR_LIST,AVG_HEIGHT_CM,AVG_NEED_LIGHT
Cymbalaria muralis,Mauer-Zimbelkraut,Scrophulariaceae,5,10,2,small group,3,10,35,8,mostly shady,mostly sunny,2,3,June,6,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,violett,7.5,2
Eranthis hyemalis,Winterling,Ranunculaceae,5,10,3,bigger groups,10,20,5,400,mostly shady,mostly sunny,2,3,February,2,March,3,winterhardy,2,2,highly toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,yellow,gelb,gelb,7.5,2
Gentiana acaulis hort.,Frühlings-Enzian,Gentianaceae,5,10,2,small group,3,10,20,25,mostly sunny,very sunny,3,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,7.5,4
Gypsophila repens,Polster-Schleierkraut,Caryophyllaceae,10,10,2,small group,3,10,30,11,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,10,4
Lysimachia nummularia,Pfennigkraut,Primulaceae,10,10,4,very big groups,20,50,25,16,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,10,3
Myosotis rehsteineri,Bodensee-Vergissmeinnicht,Boraginaceae,5,10,2,small group,3,10,20,25,very sunny,very sunny,4,4,May,5,September,9,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,blau,7.5,4
Potentilla aurea,Gold-Fingerkraut,Rosaceae,10,10,2,small group,3,10,25,16,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,10,4
Hepatica nobilis,Heimisches Leberblümchen,Ranunculaceae,10,10,3,bigger groups,10,20,20,25,very shady,mostly shady,1,2,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,blau,10,2
Sedum acre,Scharfer Mauerpfeffer,Crassulaceae,5,10,3,bigger groups,10,20,20,25,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,yellow,gelb,gelb,7.5,4
Sedum album 'Coral Carpet',Rotmoos-Mauerpfeffer,Crassulaceae,5,10,3,bigger groups,10,20,20,25,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,weiß,7.5,4
Sedum sexangulare,Milder Mauerpfeffer,Crassulaceae,5,10,3,bigger groups,10,20,20,25,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,7.5,4
Sempervivum arachnoideum ssp. tomentosum,Spinnweb-Hauswurz,Crassulaceae,5,10,1,alone - very small group,1,3,15,44,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,rot,7.5,4
Scilla bifolia,Zweiblättriger Blaustern,Hyacinthaceae,10,10,2,small group,3,10,5,15,very shady,very sunny,1,4,March,3,March,3,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,blue,blau,violett|blau,10,2
Thymus pulegioides,Echter Quendel,Lamiaceae,5,10,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pink,rosa,violett,7.5,4
Thymus serpyllum,Sand-Thymian,Lamiaceae,5,10,3,bigger groups,10,20,30,11,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,pink,rosa,rosa,7.5,4
Thymus vulgaris 'Orange Spice',Orangen-Gewürz-Thymian,Lamiaceae,5,10,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,orange,orange,rosa,7.5,4
Scilla siberica,Blausternchen,Hyacinthaceae,10,10,2,small group,3,10,5,15,very shady,very sunny,1,4,March,3,April,4,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,blue,blau,blau,10,2
Crocus minimus 'Spring Beauty',Kleinster Krokus,Iridaceae,7,7,3,bigger groups,10,20,5,400,mostly sunny,very sunny,3,4,February,2,March,3,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett,7,4
Campanula cochleariifolia 'Bavaria Blue',Zwerg-Glockenblume,Campanulaceae,5,5,2,small group,3,10,20,25,mostly sunny,very sunny,3,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,5,4
Campanula cochleariifolia 'Bavaria White',Weiße Zwerg-Glockenblume,Campanulaceae,5,5,2,small group,3,10,20,25,mostly sunny,very sunny,3,4,June,6,August,8,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß, weiß,5,4
Sagina subulata ,Sternmoos,Caryophyllaceae,5,5,3,bigger groups,10,20,20,25,mostly sunny,very sunny,3,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,5,4
Thymus serpyllum 'Albus',Weißer Sand-Thymian,Lamiaceae,5,5,3,bigger groups,10,20,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,5,4
Thymus serpyllum 'Coccineus',Roter Sand-Thymian,Lamiaceae,5,5,3,bigger groups,10,20,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rot,5,4
